x0,y0,z0,x1,y1,z1,x2,y2,z2
0.449126,1.07466,0,-1.15524,-0.148374,0,0.706117,-0.926283,0
0.442967,1.0792,0,-1.1561,-0.15598,0,0.713133,-0.923221,0
0.436791,1.08371,0,-1.15691,-0.163581,0,0.720122,-0.920126,0
0.4306,1.08817,0,-1.15769,-0.171176,0,0.727085,-0.916997,0
0.424394,1.0926,0,-1.15842,-0.178764,0,0.734023,-0.913836,0
0.418172,1.09699,0,-1.15911,-0.186347,0,0.740934,-0.910641,0
0.411935,1.10134,0,-1.15975,-0.193922,0,0.747818,-0.907414,0
0.405683,1.10565,0,-1.16036,-0.201491,0,0.754676,-0.904155,0
0.399418,1.10992,0,-1.16092,-0.209053,0,0.761507,-0.900864,0
0.393138,1.11415,0,-1.16145,-0.216607,0,0.768312,-0.897541,0
0.386844,1.11834,0,-1.16193,-0.224153,0,0.775089,-0.894187,0
0.380537,1.12249,0,-1.16238,-0.231692,0,0.78184,-0.890802,0
0.374217,1.12661,0,-1.16278,-0.239223,0,0.788563,-0.887386,0
0.367884,1.13068,0,-1.16314,-0.246746,0,0.795259,-0.883939,0
0.361538,1.13472,0,-1.16347,-0.25426,0,0.801928,-0.880461,0
0.35518,1.13872,0,-1.16375,-0.261765,0,0.80857,-0.876954,0
0.348809,1.14268,0,-1.16399,-0.269261,0,0.815184,-0.873417,0
0.342427,1.1466,0,-1.1642,-0.276749,0,0.82177,-0.86985,0
0.336034,1.15048,0,-1.16436,-0.284227,0,0.828329,-0.866254,0
0.329629,1.15432,0,-1.16449,-0.291695,0,0.83486,-0.862629,0
0.323213,1.15813,0,-1.16458,-0.299154,0,0.841363,-0.858975,0
0.316786,1.1619,0,-1.16462,-0.306603,0,0.847838,-0.855293,0
0.310349,1.16562,0,-1.16463,-0.314042,0,0.854285,-0.851582,0
0.303902,1.16931,0,-1.16461,-0.32147,0,0.860704,-0.847844,0
0.297445,1.17296,0,-1.16454,-0.328888,0,0.867095,-0.844077,0
0.290978,1.17658,0,-1.16444,-0.336295,0,0.873458,-0.840283,0
0.284501,1.18015,0,-1.16429,-0.343691,0,0.879792,-0.836462,0
0.278016,1.18369,0,-1.16411,-0.351076,0,0.886098,-0.832614,0
